Font_alt_family_name,Font_embedded,Font_encoding,Font_family_name,Font_font_type,Font_italic,Font_monospaced,Font_name,Font_subset,Font_weight,Lang,attributes_LineHeight,attributes_SpaceAfter,attributes_TextAlign,bbox,font_name,font_size,label,level,page,text,x_center,y_center
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[70.0199966430664, 265.0389404296875, 82.12254333496094, 276.7906799316406]",Tahoma-Bold,9.74,Body,Body,1,7.,76.07126998901367,270.91481018066406
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Left,"[95.99856567382812, 270.85638427734375, 212.8251190185547, 282.6081237792969]",Tahoma,9.74,Body,Body,1,so whether entitled to LTC,154.4118423461914,276.7322540283203
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Left,"[95.99856567382812, 288.98095703125, 295.94781494140625, 300.7326965332031]",Tahoma,9.74,Body,Body,1,Whether the concession is to be availed for,195.9731903076172,294.85682678222656
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Left,"[95.99856567382812, 306.55987548828125, 296.0480651855469, 318.3116149902344]",Tahoma,9.74,Body,Body,1,visiting home town and if so block for which,196.0233154296875,312.4357452392578
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[70.0199966430664, 309.5611572265625, 82.12254333496094, 321.3128967285156]",Tahoma-Bold,9.74,Body,Body,1,8.,76.07126998901367,315.43702697753906
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Left,"[95.99856567382812, 324.19720458984375, 186.0504608154297, 335.948974609375]",Tahoma,9.74,Body,Body,1,LTC is to be availed.,141.0245132446289,330.0730895996094
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Left,"[95.99856567382812, 342.25360107421875, 296.0063171386719, 354.0053405761719]",Tahoma,9.74,Body,Body,1,(a) If the concession is to visit anywhere in,196.00244140625,348.1294708251953
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Left,"[95.99856567382812, 359.89093017578125, 224.38401794433594, 371.6427001953125]",Tahoma,9.74,Body,Body,1,"India, the place to be visited.",160.19129180908203,365.7668151855469
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[70.0199966430664, 362.833740234375, 82.12254333496094, 374.58551025390625]",Tahoma-Bold,9.74,Body,Body,1,9.,76.07126998901367,368.7096252441406
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Left,"[95.99856567382812, 377.4698486328125, 241.2914581298828, 389.2215881347656]",Tahoma,9.74,Body,Body,1,(b) Block for which to be availed.,168.64501190185547,383.34571838378906
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Left,"[95.99856567382812, 395.59442138671875, 124.84394073486328, 407.3461608886719]",Tahoma,9.74,Body,Body,1,Single,110.4212532043457,401.4702911376953
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Left,"[136.138671875, 395.59442138671875, 152.3056182861328, 407.3461608886719]",Tahoma,9.74,Body,Body,1,rail,144.2221450805664,401.4702911376953
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Left,"[163.60035705566406, 395.59442138671875, 202.4123077392578, 407.3461608886719]",Tahoma,9.74,Body,Body,1,fare/bus,183.00633239746094,401.4702911376953
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Center,"[213.70704650878906, 395.59442138671875, 233.50669860839844, 407.3461608886719]",Tahoma,9.74,Body,Body,1,fare,223.60687255859375,401.4702911376953
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Center,"[244.8404083251953, 395.59442138671875, 267.9424133300781, 407.3461608886719]",Tahoma,9.74,Body,Body,1,from,256.3914108276367,401.4702911376953
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Center,"[279.2371520996094, 395.59442138671875, 296.081298828125, 407.3461608886719]",Tahoma,9.74,Body,Body,1,the,287.6592254638672,401.4702911376953
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Left,"[95.99856567382812, 413.17327880859375, 296.0082092285156, 424.925048828125]",Tahoma,9.74,Body,Body,1,headquarters to home town/place of visit by,196.00338745117188,419.0491638183594
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[70.0199966430664, 416.174560546875, 88.30438995361328, 427.92633056640625]",Tahoma-Bold,9.74,Body,Body,1,10.,79.16219329833984,422.0504455566406
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Left,"[95.99856567382812, 430.752197265625, 161.98764038085938, 442.5039367675781]",Tahoma,9.74,Body,Body,1,shortest route.,128.99310302734375,436.62806701660156
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Center,"[95.99856567382812, 448.93524169921875, 350.760986328125, 460.6869812011719]",Tahoma,9.74,Body,Body,1,Persons in respect of whom LTC is proposed to be availed.,223.37977600097656,454.8111114501953
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[95.99856567382812, 464.05853271484375, 121.62633514404297, 475.810302734375]",Tahoma-Bold,9.74,Body,Body,1,S.No,108.81245040893555,469.9344177246094
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Center,"[211.41220092773438, 464.05853271484375, 242.72096252441406, 475.810302734375]",Tahoma-Bold,9.74,Body,Body,1,Name,227.06658172607422,469.9344177246094
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Center,"[343.4770812988281, 464.05853271484375, 364.9440002441406, 475.810302734375]",Tahoma-Bold,9.74,Body,Body,1,Age,354.2105407714844,469.9344177246094
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[444.5849609375, 464.05853271484375, 508.57159423828125, 475.810302734375]",Tahoma-Bold,9.74,Body,Body,1,Relationship,476.5782775878906,469.9344177246094
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[103.62838745117188, 476.23907470703125, 115.7309341430664, 487.9908142089844]",Tahoma-Bold,9.74,Body,Body,1,1.,109.67966079711914,482.1149444580078
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[103.62838745117188, 488.47802734375, 115.7309341430664, 500.2297668457031]",Tahoma-Bold,9.74,Body,Body,1,2.,109.67966079711914,494.35389709472656
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[70.0199966430664, 498.6121826171875, 88.30438995361328, 510.3639221191406]",Tahoma-Bold,9.74,Body,Body,1,11.,79.16219329833984,504.48805236816406
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[103.62838745117188, 500.65850830078125, 115.7309341430664, 512.4102783203125]",Tahoma-Bold,9.74,Body,Body,1,3.,109.67966079711914,506.5343933105469
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[103.62838745117188, 512.9559326171875, 115.7309341430664, 524.7076416015625]",Tahoma-Bold,9.74,Body,Body,1,4.,109.67966079711914,518.831787109375
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[103.62838745117188, 529.4532470703125, 115.7309341430664, 541.2049560546875]",Tahoma-Bold,9.74,Body,Body,1,5.,109.67966079711914,535.3291015625
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[103.62838745117188, 541.6921997070312, 115.7309341430664, 553.4439086914062]",Tahoma-Bold,9.74,Body,Body,1,6.,109.67966079711914,547.5680541992188
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Center,"[304.39227294921875, 561.1322631835938, 320.7657775878906, 572.8839721679688]",Tahoma,9.74,Body,Body,1,Rs.,312.5790252685547,567.0081176757812
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[70.02969360351562, 567.0081787109375, 88.3140869140625, 578.7598876953125]",Tahoma-Bold,9.74,Body,Body,1,12. Amount of advance required.,79.17189025878906,572.884033203125
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Center,"[105.07057189941406, 596.8357543945312, 573.1749267578125, 608.5874633789062]",Tahoma,9.74,Body,Body,1,I declare that the particulars furnished above are true and correct to the best of my knowledge.  I,339.1227493286133,602.7116088867188
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Center,"[70.0296630859375, 608.5387573242188, 499.6590270996094, 620.2904663085938]",Tahoma,9.74,Body,Body,1,undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,284.84434509277344,614.4146118164062
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Center,"[105.08027648925781, 632.061767578125, 573.1671142578125, 643.8134765625]",Tahoma,9.74,Body,Body,1,In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,339.12369537353516,637.9376220703125
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma,False,400,en,11.7,0.0,Center,"[70.0394287109375, 643.8232421875, 367.65570068359375, 655.574951171875]",Tahoma,9.74,Body,Body,1,"advance, I undertake to refund the entire advance in one lump sum.",218.84756469726562,649.6990966796875
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[70.0394287109375, 678.9810180664062, 95.879638671875, 690.7327270507812]",Tahoma-Bold,9.74,Body,Body,1,Date,82.95953369140625,684.8568725585938
Tahoma,False,WinAnsiEncoding,Tahoma,TrueType,False,False,Tahoma-Bold,False,700,en,11.7,0.0,Left,"[403.0445556640625, 690.7425537109375, 572.97509765625, 702.4942626953125]",Tahoma-Bold,9.74,Body,Body,1,Signature of Government Servant.,488.00982666015625,696.618408203125
"Arial,Bold",False,WinAnsiEncoding,"Arial,Bold",TrueType,False,False,"Arial,Bold",False,700,en,28.8,0.0,Center,"[139.3459930419922, 189.62002563476562, 479.3563537597656, 271.6040344238281]","Arial,Bold",24.0,title,title,1,Overview Foundation Level Extensions,309.3511734008789,230.61203002929688
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,14.4,0.0,Center,"[275.69000244140625, 382.4300231933594, 339.8179931640625, 395.80999755859375]",Arial,12.0,Body,H4,1,Version 1.0,307.7539978027344,389.12001037597656
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,21.6,0.0,Center,"[103.33999633789062, 465.6999816894531, 513.4158935546875, 485.7699890136719]",Arial,18.0,Body,H2,1,International Software Testing Qualifications Board,308.37794494628906,475.7349853515625
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[70.94400024414062, 652.2861938476562, 147.68580627441406, 663.3916015625]",Arial,9.96,Body,Body,1,Copyright Notice,109.31490325927734,657.8388977050781
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Center,"[70.94400024414062, 663.8099365234375, 484.9912109375, 674.9153442382812]",Arial,9.96,Body,Body,1,"This document may be copied in its entirety, or extracts made, if the source is acknowledged.",277.9676055908203,669.3626403808594
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[447.9100036621094, 38.62621307373047, 505.6795349121094, 49.73161315917969]",Arial,9.96,Other,Body,2,International,476.7947692871094,44.17891311645508
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,14.4,0.0,Left,"[74.42400360107422, 41.58000183105469, 127.78800964355469, 54.96000289916992]",Arial,12.0,Other,H4,2,Overview,101.10600662231445,48.270002365112305
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[437.95001220703125, 50.14617156982422, 515.6878662109375, 61.25157165527344]",Arial,9.96,Other,Body,2,Software Testing,476.8189392089844,55.69887161254883
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[74.42400360107422, 58.42620086669922, 206.19776916503906, 69.53160095214844]",Arial,9.96,Other,Body,2,Foundation Level Extension –  Agile Tester,140.31088638305664,63.97890090942383
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[430.75, 61.66619110107422, 493.3984069824219, 72.77159118652344]",Arial,9.96,Other,Body,2,Qualifications,462.07420349121094,67.21889114379883
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[493.54779052734375, 61.66619110107422, 522.8401489257812, 72.77159118652344]",Arial,9.96,Other,Body,2,Board,508.1939697265625,67.21889114379883
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Center,"[70.94400024414062, 120.36620330810547, 483.2471923828125, 131.4716033935547]",Arial,9.96,Body,Body,2,Copyright © International Software Testing Qualifications Board (hereinafter called ISTQB®).,277.09559631347656,125.91890335083008
Trebuchet MS,False,WinAnsiEncoding,Trebuchet MS,TrueType,False,False,Trebuchet MS,False,400,en,12.0,0.0,Left,"[76.58135986328125, 718.683349609375, 136.51466369628906, 730.0775756835938]",Trebuchet MS,9.96,Other,Body,2,Version 2014,106.54801177978516,724.3804626464844
Trebuchet MS,False,WinAnsiEncoding,Trebuchet MS,TrueType,False,False,Trebuchet MS,False,400,en,12.0,0.0,Center,"[270.1639404296875, 718.683349609375, 328.3621826171875, 730.0775756835938]",Trebuchet MS,9.96,Other,Body,2,Page 2 of 12,299.2630615234375,724.3804626464844
Trebuchet MS,False,WinAnsiEncoding,Trebuchet MS,TrueType,False,False,Trebuchet MS,False,400,en,12.0,0.0,Left,"[471.5750732421875, 718.683349609375, 533.1318359375, 730.0775756835938]",Trebuchet MS,9.96,Other,Body,2,"May 31, 2014",502.35345458984375,724.3804626464844
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,7.2,0.0,Left,"[76.58399963378906, 736.8900146484375, 219.2940216064453, 743.5800170898438]",Arial,6.0,Other,Other,2,© International Software Testing Qualifications Board,147.9390106201172,740.2350158691406
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[447.9100036621094, 38.62621307373047, 505.6795349121094, 49.73161315917969]",Arial,9.96,Other,Body,3,International,476.7947692871094,44.17891311645508
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,14.4,0.0,Left,"[74.42400360107422, 41.58000183105469, 127.78800964355469, 54.96000289916992]",Arial,12.0,Other,H4,3,Overview,101.10600662231445,48.270002365112305
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[437.95001220703125, 50.14617156982422, 515.6878662109375, 61.25157165527344]",Arial,9.96,Other,Body,3,Software Testing,476.8189392089844,55.69887161254883
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[74.42400360107422, 58.42620086669922, 206.19776916503906, 69.53160095214844]",Arial,9.96,Other,Body,3,Foundation Level Extension –  Agile Tester,140.31088638305664,63.97890090942383
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[430.75, 61.66619110107422, 522.8402099609375, 72.77159118652344]",Arial,9.96,Other,Body,3,Qualifications Board,476.79510498046875,67.21889114379883
"Arial,Bold",False,WinAnsiEncoding,"Arial,Bold",TrueType,False,False,"Arial,Bold",False,700,en,19.2,0.0,Left,"[70.94400024414062, 108.93620300292969, 201.52871704101562, 126.73160552978516]","Arial,Bold",15.96,title,H1,3,Revision History,136.23635864257812,117.83390426635742
"Arial,Bold",False,WinAnsiEncoding,"Arial,Bold",TrueType,False,False,"Arial,Bold",False,700,en,12.0,0.0,Left,"[74.42400360107422, 139.44622802734375, 113.74608612060547, 150.55162048339844]","Arial,Bold",9.96,Other,Body,3,Version,94.08504486083984,144.9989242553711
"Arial,Bold",False,WinAnsiEncoding,"Arial,Bold",TrueType,False,False,"Arial,Bold",False,700,en,12.0,0.0,Left,"[146.4199981689453, 139.44622802734375, 170.7921142578125, 150.55162048339844]","Arial,Bold",9.96,Other,Body,3,Date,158.6060562133789,144.9989242553711
"Arial,Bold",False,WinAnsiEncoding,"Arial,Bold",TrueType,False,False,"Arial,Bold",False,700,en,12.0,0.0,Center,"[278.69000244140625, 139.44622802734375, 323.5996398925781, 150.55162048339844]","Arial,Bold",9.96,Other,Body,3,Remarks,301.1448211669922,144.9989242553711
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[74.42400360107422, 151.80621337890625, 91.1306381225586, 162.91160583496094]",Arial,9.96,Body,Body,3,0.1,82.7773208618164,157.3589096069336
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[146.4199981689453, 151.80621337890625, 214.10816955566406, 162.91160583496094]",Arial,9.96,Body,Body,3,18 JUNE 2013,180.2640838623047,157.3589096069336
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Center,"[278.69000244140625, 151.80621337890625, 339.7647399902344, 162.91160583496094]",Arial,9.96,Body,Body,3,Initial version,309.2273712158203,157.3589096069336
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[74.42400360107422, 164.04620361328125, 91.1169662475586, 175.15159606933594]",Arial,9.96,Body,Body,3,0.2,82.7704849243164,169.5988998413086
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[146.4199981689453, 164.04620361328125, 212.42494201660156, 175.15159606933594]",Arial,9.96,Body,Body,3,23 JULY 2013,179.42247009277344,169.5988998413086
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Center,"[278.69000244140625, 164.04620361328125, 407.49273681640625, 175.15159606933594]",Arial,9.96,Body,Body,3,WG reviewed and confirmed,343.09136962890625,169.5988998413086
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[74.42400360107422, 176.28619384765625, 91.1169662475586, 187.39158630371094]",Arial,9.96,Body,Body,3,0.3,82.7704849243164,181.8388900756836
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[146.4199981689453, 176.28619384765625, 204.14817810058594, 187.39158630371094]",Arial,9.96,Body,Body,3,6 NOV 2013,175.28408813476562,181.8388900756836
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Center,"[278.69000244140625, 176.28619384765625, 430.27117919921875, 187.39158630371094]",Arial,9.96,Body,Body,3,amended population and diagram,354.4805908203125,181.8388900756836
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[74.42400360107422, 188.52618408203125, 91.1306381225586, 199.63157653808594]",Arial,9.96,Body,Body,3,0.7,82.7773208618164,194.0788803100586
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[146.4199981689453, 188.52618408203125, 209.08053588867188, 199.63157653808594]",Arial,9.96,Body,Body,3,11 DEC 2013,177.7502670288086,194.0788803100586
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[278.69000244140625, 188.52618408203125, 522.174072265625, 199.63157653808594]",Arial,9.96,Body,Body,3,Amended Business Outcomes and Chapters matching,400.4320373535156,194.0788803100586
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[74.42400360107422, 200.7662353515625, 91.1169662475586, 211.8716278076172]",Arial,9.96,Body,Body,3,0.8,82.7704849243164,206.31893157958984
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[146.4199981689453, 200.7662353515625, 209.078369140625, 211.8716278076172]",Arial,9.96,Body,Body,3,20 DEC 2013,177.74918365478516,206.31893157958984
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Center,"[278.69000244140625, 200.7662353515625, 415.517578125, 211.8716278076172]",Arial,9.96,Body,Body,3,Working group updates on 0.7,347.1037902832031,206.31893157958984
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[74.42400360107422, 213.0062255859375, 91.1169662475586, 224.1116180419922]",Arial,9.96,Body,Body,3,1.0,82.7704849243164,218.55892181396484
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Left,"[146.4199981689453, 213.0062255859375, 209.666015625, 224.1116180419922]",Arial,9.96,Body,Body,3,31 MAY 2014,178.04300689697266,218.55892181396484
Arial,False,WinAnsiEncoding,Arial,TrueType,False,False,Arial,False,400,en,12.0,0.0,Center,"[278.69000244140625, 213.0062255859375, 417.50457763671875, 224.1116180419922]",Arial,9.96,Body,Body,3,GA release for Agile Extension,348.0972900390625,218.55892181396484
Trebuchet MS,False,WinAnsiEncoding,Trebuchet MS,TrueType,False,False,Trebuchet MS,False,400,en,12.0,0.0,Left,"[76.58399963378906, 718.6875610351562, 136.51730346679688, 730.081787109375]",Trebuchet MS,9.96,Other,Body,3,Version 2014,106.55065155029297,724.3846740722656
Trebuchet MS,False,WinAnsiEncoding,Trebuchet MS,TrueType,False,False,Trebuchet MS,False,400,en,12.0,0.0,Center,"[270.16656494140625, 718.6875610351562, 328.36480712890625, 730.081787109375]",Trebuchet MS,9.96,Other,Body,3,Page 3 of 12,299.26568603515625,724.3846740722656
